epoch	loss	acc	val_loss	val_acc
0	8.222043	0.100480	8.188046	0.099500
1	8.421732	0.099540	8.624796	0.099300
2	8.240635	0.101940	8.373352	0.101000
3	8.147702	0.102400	8.146088	0.101100
4	8.110950	0.102400	8.146088	0.101100
5	8.110950	0.102400	8.146088	0.101100
6	8.110950	0.102400	8.146088	0.101100
7	8.110950	0.102400	8.146088	0.101100
8	8.110950	0.102400	8.146088	0.101100
9	8.110950	0.102400	8.146088	0.101100
10	8.110950	0.102400	8.146088	0.101100
11	8.110950	0.102400	8.146088	0.101100
12	8.110950	0.102400	8.146088	0.101100
13	8.110950	0.102400	8.146088	0.101100
14	8.110950	0.102400	8.146088	0.101100
15	8.110950	0.102400	8.146088	0.101100
16	8.110950	0.102400	8.146088	0.101100
17	8.110950	0.102400	8.146088	0.101100
18	8.110950	0.102400	8.146088	0.101100
19	8.110950	0.102400	8.146088	0.101100
20	8.110950	0.102400	8.146088	0.101100
21	8.110950	0.102400	8.146088	0.101100
22	8.110950	0.102400	8.146088	0.101100
23	8.110950	0.102400	8.146088	0.101100
24	8.110950	0.102400	8.146088	0.101100
25	8.110950	0.102400	8.146088	0.101100
26	8.110950	0.102400	8.146088	0.101100
27	8.110950	0.102400	8.146088	0.101100
28	8.110950	0.102400	8.146088	0.101100
29	8.110950	0.102400	8.146088	0.101100
30	8.110950	0.102400	8.146088	0.101100
31	8.110950	0.102400	8.146088	0.101100
32	8.110950	0.102400	8.146088	0.101100
33	8.110950	0.102400	8.146088	0.101100
34	8.110950	0.102400	8.146088	0.101100
35	8.110950	0.102400	8.146088	0.101100
36	8.110950	0.102400	8.146088	0.101100
37	8.110950	0.102400	8.146088	0.101100
38	8.110950	0.102400	8.146088	0.101100
39	8.110950	0.102400	8.146088	0.101100
40	8.110950	0.102400	8.146088	0.101100
41	8.110950	0.102400	8.146088	0.101100
42	8.110950	0.102400	8.146088	0.101100
43	8.110950	0.102400	8.146088	0.101100
44	8.110950	0.102400	8.146088	0.101100
45	8.110950	0.102400	8.146088	0.101100
46	8.110950	0.102400	8.146088	0.101100
47	8.110950	0.102400	8.146088	0.101100
48	8.110950	0.102400	8.146088	0.101100
49	8.110950	0.102400	8.146088	0.101100
50	8.110950	0.102400	8.146088	0.101100
51	8.110950	0.102400	8.146088	0.101100
52	8.110950	0.102400	8.146088	0.101100
53	8.110950	0.102400	8.146088	0.101100
54	8.110950	0.102400	8.146088	0.101100
55	8.110950	0.102400	8.146088	0.101100
56	8.110950	0.102400	8.146088	0.101100
57	8.110950	0.102400	8.146088	0.101100
58	8.110950	0.102400	8.146088	0.101100
59	8.110950	0.102400	8.146088	0.101100
60	8.110950	0.102400	8.146088	0.101100
61	8.110950	0.102400	8.146088	0.101100
62	8.110950	0.102400	8.146088	0.101100
63	8.110950	0.102400	8.146088	0.101100
64	8.110950	0.102400	8.146088	0.101100
65	8.110950	0.102400	8.146088	0.101100
66	8.110950	0.102400	8.146088	0.101100
67	8.110950	0.102400	8.146088	0.101100
68	8.110950	0.102400	8.146088	0.101100
69	8.110950	0.102400	8.146088	0.101100
70	8.110950	0.102400	8.146088	0.101100
71	8.110950	0.102400	8.146088	0.101100
72	8.110950	0.102400	8.146088	0.101100
73	8.110950	0.102400	8.146088	0.101100
74	8.110950	0.102400	8.146088	0.101100
75	8.110950	0.102400	8.146088	0.101100
76	8.110950	0.102400	8.146088	0.101100
77	8.110950	0.102400	8.146088	0.101100
78	8.110950	0.102400	8.146088	0.101100
79	8.110950	0.102400	8.146088	0.101100
80	8.110950	0.102400	8.146088	0.101100
81	8.110950	0.102400	8.146088	0.101100
82	8.110950	0.102400	8.146088	0.101100
83	8.110950	0.102400	8.146088	0.101100
84	8.110950	0.102400	8.146088	0.101100
85	8.110950	0.102400	8.146088	0.101100
86	8.110950	0.102400	8.146088	0.101100
87	8.110950	0.102400	8.146088	0.101100
88	8.110950	0.102400	8.146088	0.101100
89	8.110950	0.102400	8.146088	0.101100
90	8.110950	0.102400	8.146088	0.101100
91	8.110950	0.102400	8.146088	0.101100
92	8.110950	0.102400	8.146088	0.101100
93	8.110950	0.102400	8.146088	0.101100
94	8.110950	0.102400	8.146088	0.101100
95	8.110950	0.102400	8.146088	0.101100
96	8.110950	0.102400	8.146088	0.101100
97	8.110950	0.102400	8.146088	0.101100
98	8.110950	0.102400	8.146088	0.101100
99	8.110950	0.102400	8.146088	0.101100
100	8.110950	0.102400	8.146088	0.101100
101	8.110950	0.102400	8.146088	0.101100
102	8.110950	0.102400	8.146088	0.101100
103	8.110950	0.102400	8.146088	0.101100
104	8.110950	0.102400	8.146088	0.101100
105	8.110950	0.102400	8.146088	0.101100
106	8.110950	0.102400	8.146088	0.101100
